,Unit_ID,ID.X,ID.resp,Study,ID.case,author,pubyear,citation,system,habitat,latitud,longitud,fcl,duration,fert_area,vol,study_typ,temp,Conversion,taxon,tax_resp_cat,tax_resp_typ,tax_resp_unit,con.mn,con.sd,con.n,fert.mn,fert.sd,fert.n,unit.conc.con,n_avail,mode,p_avail,fert.ratio.n,fert..ratio.p,log.fert.rat,n.add.m2,p.add.m2,mode2,LRR,var.LRR,log.n.av,log.p.av,log.n.add,log.p.add,st.n,st.p,st.tot,st.p.add,st.n.add,st.add.tot,X,scale,col,ID.study,ID.case,system,pr.st
241,241,666,7488,m2_2_JES023,666,McClannahan&&,2003,Mar Ecol Prog Ser 261:135-147,marine,coastal hard bottom,16,-87,1,49,0.36,NA,field,31,fert.fact.miss,macrophytes,biomass,biomass,g DW 0.01 m-2,1.6,0.8,4,2.82,1.12,4,µmol L-1,1.57,both,0.16,NA,NA,NA,NA,11973.18008,p,0.566733256,0.101934636,0.451075619,-1.832581464,NA,9.390424434,NA,-0.070619665,NA,0.351206886,NA,0.351206886,0.351206886,1.35183982,darkcyan,JES023,666,marine,0.356045437
244,244,681,7594,m2_2_JES030,681,Oviatt&&,1995,Mar Ecol Prog Ser 116:171-179,marine,coastal soft bottom,41.505,-71.3267,1,63,NA,13000,field,NA,succ,phytoplankton,biomass,chlorophyll,microg/L,5.80568,0.520187491,2,25.74615,11.81414816,2,µmol L-1,1,both,1,22,5,2.602689685,608000,47000,both,1.489448353,0.109295116,0,0,13.31793016,10.75790288,NA,1.209130607,NA,0.756079464,0.908835704,0.832457584,0.832457584,1.347811422,darkcyan,JES030,681,marine,0.848761761
245,245,692,7718,m2_2_JES044,692,Armitage&&,2005,Estuaries 28:422-434,marine,coastal soft bottom,24.92,-80.75,1,480,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,g/m2,0.0082,0.0012,6,0.0101,8.00E-04,6,µmol L-1,0.22,both,0.4,NA,NA,NA,49028.57143,2787.096774,both,0.20840127,0.004614953,-1.514127733,-0.916290732,10.8001585,7.93275575,NA,0.569255471,NA,-0.080368529,0.134489866,0.027060668,0.027060668,1.530669815,darkcyan,JES044,692,marine,0.024176551
246,246,693,7738,m2_2_JES045,693,Armitage&&,2005,Estuaries 28:422-434,marine,coastal soft bottom,24.92,-80.75,1,480,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,g/m2,0.0024,5.00E-04,6,0.017,1.00E-04,6,µmol L-1,0.522,both,0.27,NA,NA,NA,49028.57143,2787.096774,both,1.957744607,0.007239563,-0.650087691,-1.30933332,10.8001585,7.93275575,NA,0.294781256,NA,-0.080368529,0.134489866,0.027060668,0.027060668,1.504653962,darkcyan,JES045,693,marine,0.024176551
247,247,694,7754,m2_2_JES046,694,Armitage&&,2005,Estuaries 28:422-434,marine,coastal soft bottom,25.33,-80.75,1,480,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,g/m2,7.00E-04,2.00E-04,6,0.0014,2.00E-04,6,µmol L-1,0.68,both,0.27,NA,NA,NA,49028.57143,2787.096774,both,0.693147181,0.017006803,-0.385662481,-1.30933332,10.8001585,7.93275575,NA,0.294781256,NA,-0.080368529,0.134489866,0.027060668,0.027060668,1.455307039,darkcyan,JES046,694,marine,0.024176551
248,248,695,7774,m2_2_JES047,695,Armitage&&,2005,Estuaries 28:422-434,marine,coastal soft bottom,25.33,-80.75,1,480,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,g/m2,0.0114,0.09,6,0.00606,0.081,6,µmol L-1,0.23,both,0.01,NA,NA,NA,49028.57143,2787.096774,both,-0.631903555,40.16430414,-1.46967597,-4.605170186,10.8001585,7.93275575,NA,-2.006807082,NA,-0.080368529,0.134489866,0.027060668,0.027060668,1.006524932,darkcyan,JES047,695,marine,0.024176551
249,249,696,7798,m2_2_JES048,696,Armitage&&,2005,Estuaries 28:422-434,marine,coastal soft bottom,25.12,-80.58,1,480,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,g/m2,0.00128,0.00014,6,0.00201,0.00023,6,µmol L-1,0.1,both,0.005,NA,NA,NA,49028.57143,2787.096774,both,0.451274644,0.004176104,-2.302585093,-5.298317367,10.8001585,7.93275575,NA,-2.490853937,NA,-0.080368529,0.134489866,0.027060668,0.027060668,1.536443332,darkcyan,JES048,696,marine,0.024176551
250,250,697,7822,m2_2_JES049,697,Armitage&&,2005,Estuaries 28:422-434,marine,coastal soft bottom,25.12,-80.58,1,480,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,chlorophyll,g/m2,0.00298,4.00E-04,6,0.0046,0.001,6,µmol L-1,0.14,both,0.005,NA,NA,NA,49028.57143,2787.096774,both,0.434133003,0.010879364,-1.966112856,-5.298317367,10.8001585,7.93275575,NA,-2.490853937,NA,-0.080368529,0.134489866,0.027060668,0.027060668,1.481119879,darkcyan,JES049,697,marine,0.024176551
252,252,699,7850,m2_2_JES050,699,Taylor&&,1995,Mar Ecol Prog Ser 127:235-244,marine,coastal soft bottom,41.601,-71.32,1,180,4.14,NA,field,NA,succ,macrophytes,biomass,NPP,g O2 m-2 day-1,2.845,0.007,2,4.8,0.566,2,µmol L-1,4,both,0.5,64.2578125,21.75757576,3.761379033,1480500,129240,both,0.52305285,0.006955197,1.386294361,-0.693147181,14.20789043,11.76942642,NA,0.725083753,NA,1.055563631,1.182544809,1.11905422,1.11905422,1.506969296,darkcyan,JES050,699,marine,1.142186459
251,251,698,7830,m2_2_JES050,698,Taylor&&,1995,Mar Ecol Prog Ser 127:235-244,marine,coastal soft bottom,41.601,-71.32,1,180,4.14,NA,field,NA,succ,phytoplankton,biomass,chlorophyll,microg/L,1.84117,0.034153258,2,82.55,9.687,2,µmol L-1,4,both,0.5,64.2578125,21.75757576,3.761379033,1480500,129240,both,3.803002931,0.007057213,1.386294361,-0.693147181,14.20789043,11.76942642,NA,0.725083753,NA,1.055563631,1.182544809,1.11905422,1.11905422,1.50612796,darkcyan,JES050,698,marine,1.142186459
254,254,701,7870,m2_2_JES052,701,Armitage&Fong,2006,Mar Ecol Prog Ser 313:205-213,marine,coastal soft bottom,34.11,-119.12,1,35,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Fucoxanthin,mg/m2,5.55,1.12,5,5.7,0.47,5,none,NA,none,NA,NA,NA,NA,514285.7143,154838.7097,both,0.026668247,0.009504596,NA,NA,13.15053425,11.95013927,NA,NA,NA,1.109067712,0.85735275,0.983210231,0.983210231,1.488925475,darkcyan,JES052,701,marine,1.003106036
253,253,700,7868,m2_2_JES052,700,Armitage&Fong,2006,Mar Ecol Prog Ser 313:205-213,marine,coastal soft bottom,34.11,-119.12,3,35,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Fucoxanthin,mg/m2,2.34,0.79,5,2.73,1.41,5,none,NA,none,NA,NA,NA,NA,514285.7143,154838.7097,both,0.15415068,0.07614672,NA,NA,13.15053425,11.95013927,NA,NA,NA,1.109067712,0.85735275,0.983210231,0.983210231,1.36869242,darkcyan,JES052,700,marine,1.003106036
255,255,702,7887,m2_2_JES053,702,Posey&&,1995,J Exper Mar Biol Ecol 185:19-31,marine,coastal soft bottom,34.01,-77.85,1,56,1,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,mg/m2,84,24.59674775,5,125,49.1934955,5,none,NA,none,NA,NA,NA,NA,250514.1148,16176.47059,both,0.397496938,0.048124526,NA,NA,12.43127054,9.691313033,NA,NA,NA,0.440291685,0.636141721,0.538216703,0.538216703,1.395205808,darkcyan,JES053,702,marine,0.547510696
256,256,720,8204,m2_2_JES074,720,Armitage&&,2006,Hydrobiologia 569:423-435,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,3.25,0.484974226,3,6.4,1.766691824,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,0.677642994,0.032822876,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.417316159,darkcyan,JES074,720,marine,0.124911746
257,257,721,8208,m2_2_JES075,721,Armitage&&,2006,Hydrobiologia 569:423-436,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,7.3,2.944486373,3,14.1,2.944486373,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,0.658300449,0.068768055,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.374581485,darkcyan,JES075,721,marine,0.124911746
258,258,722,8212,m2_2_JES076,722,Armitage&&,2006,Hydrobiologia 569:423-437,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,6.79,0.710140831,3,8.89,1.749371316,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,0.269476108,0.01655351,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.456867973,darkcyan,JES076,722,marine,0.124911746
259,259,723,8216,m2_2_JES077,723,Armitage&&,2006,Hydrobiologia 569:423-438,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,4.72,1.853294364,3,6.65,3.031088913,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,0.342808055,0.120642662,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.342103867,darkcyan,JES077,723,marine,0.124911746
260,260,724,8220,m2_2_JES078,724,Armitage&&,2006,Hydrobiologia 569:423-435,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,0.2,0.103923048,3,0.17,0.08660254,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,-0.162518929,0.176505189,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.320117681,darkcyan,JES078,724,marine,0.124911746
261,261,725,8224,m2_2_JES079,725,Armitage&&,2006,Hydrobiologia 569:423-436,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,0.89,0.155884573,3,0.43,0.155884573,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,-0.727436254,0.054033445,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.388514264,darkcyan,JES079,725,marine,0.124911746
262,262,726,8228,m2_2_JES080,726,Armitage&&,2006,Hydrobiologia 569:423-437,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,0.27,0.051961524,3,0.27,0.103923048,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,0,0.061728395,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.380821424,darkcyan,JES080,726,marine,0.124911746
263,263,727,8232,m2_2_JES081,727,Armitage&&,2006,Hydrobiologia 569:423-438,marine,coastal hard bottom,25.4,-80.9,1,665,0.25,NA,field,NA,fert.fact.miss,periphyton,biomass,Chlorophyll,microg cm-2,1.39,1.299038106,3,2.2,1.195115057,3,none,NA,none,NA,NA,NA,NA,67925,3861.290323,both,0.459153613,0.389501768,NA,NA,11.12615943,8.258756687,NA,NA,NA,0.01615134,0.234752122,0.125451731,0.125451731,1.274383979,darkcyan,JES081,727,marine,0.124911746
264,264,1002,9361,m2_2_JTN008,1002,Verhoeven&Schmitz,1991,Biogeochemistry 12:135-148,terrestrial,wetland,52.9,5,1,153,0.25,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,330,17.46917813,5,580,87.34583247,5,none,NA,none,NA,NA,NA,NA,1428571.429,161290.3226,both,0.563935449,0.00509631,NA,NA,14.1721855,11.99096127,NA,NA,NA,1.121153977,1.171563686,1.146358831,1.146358831,1.524937197,darkgreen,JTN008,1002,terrestrial,1.170141594
265,265,1003,9373,m2_2_JTN010,1003,vanWijnen&Bakker,1999,J Ecol 87:265-272,terrestrial,wetland,53,6,1,853,0.025,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,900,326.8020264,12,1200,130.7207131,12,none,NA,none,NA,NA,NA,NA,1785714.286,322580.6452,both,0.287682072,0.011976493,NA,NA,14.39532905,12.68410845,NA,NA,NA,1.326375702,1.240191943,1.283283822,1.283283822,1.475568519,darkgreen,JTN010,1003,terrestrial,1.310328774
266,266,1006,9456,m2_2_JTN018,1006,Ngai&Jefferies,2004,J Ecol 92:1001-1010,terrestrial,wetland,58,-94,1,50,0.005625,NA,field,NA,succ,vascular plants,biomass,aboveground biomass,g/m2,74.4891667,24.6602194,6,577.6295,141.775122,6,µmol g-1,0.265714286,both,0.008709677,914.9784946,8889.888889,8.497487033,2428571.429,774193.5484,both,2.048278958,0.028306922,-1.32533366,-4.743320573,14.70281375,13.55957718,-0.930608391,-0.799517709,-0.86506305,1.585577802,1.334759493,1.460168647,1.460168647,1.425868675,darkgreen,JTN018,1006,terrestrial,1.491427816
267,267,1007,9475,m2_2_JTN019,1007,Bennett&Adams,2001,J Arid Environ 48:289-308,terrestrial,herbaceous,-22,117,1,730,1,NA,field,30,succ,vascular plants,biomass,aboveground biomass,g/m2,430,12.655697,6,532,13.88044188,6,µmol g-1,50,both,0.161290323,1.714285714,51,3.271739314,357142.8571,80645.16129,both,0.212858281,0.00025783,3.912023005,-1.824549289,12.78589114,11.29781409,0.715952011,-0.064991756,0.325480128,0.915932252,0.745206012,0.830569132,0.830569132,1.697350366,darkgreen,JTN019,1007,terrestrial,0.846828317
268,268,1008,9483,m2_2_JTN021,1008,Boelman&&,2003,Oecologia 135:414-421,terrestrial,tundra,68,-149,1,4714,0.04,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,95,18.11589655,5,215,43.99572797,5,none,NA,none,NA,NA,NA,NA,714285.7143,161290.3226,both,0.816761137,0.015647607,NA,NA,13.47903832,11.99096127,NA,NA,NA,1.121153977,0.958384849,1.039769413,1.039769413,1.460119828,darkgreen,JTN021,1008,terrestrial,1.06101272
269,269,1009,9485,m2_2_JTN022,1009,Bowman&&,1993,Ecology 74:2085-2097,terrestrial,tundra,40.3,105,1,457,0.04,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,136,3.577708764,5,376,8.497058314,5,none,NA,none,NA,NA,NA,NA,2235812.133,1009721.608,both,1.016934258,0.000240547,NA,NA,14.62011509,13.82518522,NA,NA,NA,1.664217,1.309325349,1.486771175,1.486771175,1.701359238,darkgreen,JTN022,1009,terrestrial,1.518664139
270,270,1010,9511,m2_2_JTN023,1010,Bret-Harte&&,2004,J Ecol 92:635-647,terrestrial,tundra,68,-149,1,730,0.5625,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,498.4155268,56.14830066,6,784.6998762,140.3707098,6,none,NA,none,NA,NA,NA,NA,1428571.429,322580.6452,both,0.453867201,0.007448421,NA,NA,14.1721855,12.68410845,NA,NA,NA,1.326375702,1.171563686,1.248969694,1.248969694,1.503010639,darkgreen,JTN023,1010,terrestrial,1.275197123
271,271,1011,9513,m2_2_JTN025,1011,Gordon&&,2001,New Phytologist 149:461-471,terrestrial,tundra,78,11,1,2920,0.04,NA,field,NA,fert.fact.miss,moss,biomass,cover,%cover,40,6.879802003,5,55,15.47954298,5,none,NA,none,NA,NA,NA,NA,2857142.857,129032.2581,both,0.318453731,0.021758856,NA,NA,14.86533268,11.76781771,NA,NA,NA,1.055087338,1.384742523,1.21991493,1.21991493,1.441069685,darkgreen,JTN025,1011,terrestrial,1.24545014
272,272,1012,9553,m2_2_JTN027,1012,Hartley&Mitchell,2005,J Ecol 93:990-1004,terrestrial,herbaceous,56,3,1,2190,1,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,1801.545931,163.741793,4,838.922216,257.4741709,4,none,NA,none,NA,NA,NA,NA,3214285.714,241935.4839,both,-0.764282434,0.025613768,NA,NA,14.98311572,12.39642637,NA,NA,NA,1.24120099,1.420966937,1.331083964,1.331083964,1.431645281,darkgreen,JTN027,1012,terrestrial,1.359267736
273,273,1013,9554,m2_2_JTN027,1013,Hartley&Mitchell,2005,J Ecol 93:990-1004,terrestrial,herbaceous,56,3,1,2190,1,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,1176.493809,282.1712053,4,753.2250519,347.0493062,4,none,NA,none,NA,NA,NA,NA,3214285.714,241935.4839,both,-0.445929889,0.067453806,NA,NA,14.98311572,12.39642637,NA,NA,NA,1.24120099,1.420966937,1.331083964,1.331083964,1.375696421,darkgreen,JTN027,1013,terrestrial,1.359267736
275,275,1015,9562,m2_2_JTN027,1015,Hartley&Mitchell,2005,J Ecol 93:990-1004,terrestrial,herbaceous,56,3,2,2190,1,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,2303.234179,491.8013184,4,1498.521688,568.3040025,4,none,NA,none,NA,NA,NA,NA,3214285.714,241935.4839,both,-0.429835219,0.047354713,NA,NA,14.98311572,12.39642637,NA,NA,NA,1.24120099,1.420966937,1.331083964,1.331083964,1.39613754,darkgreen,JTN027,1015,terrestrial,1.359267736
274,274,1014,9561,m2_2_JTN027,1014,Hartley&Mitchell,2005,J Ecol 93:990-1004,terrestrial,herbaceous,56,3,2,2190,1,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,1754.566345,203.6117498,4,1832.46371,313.3881587,4,none,NA,none,NA,NA,NA,NA,3214285.714,241935.4839,both,0.043439622,0.010678683,NA,NA,14.98311572,12.39642637,NA,NA,NA,1.24120099,1.420966937,1.331083964,1.331083964,1.482195639,darkgreen,JTN027,1014,terrestrial,1.359267736
276,276,1016,9585,m2_2_JTN028,1016,Mack&&,2004,Nature 431:440-443,terrestrial,tundra,68.6,-149.5,1,6935,0.04,NA,field,9.3,fert.fact.miss,vascular plants,biomass,NPP,g/m2/yr,225,90.85076146,4,400,51.10354942,4,none,NA,none,NA,NA,NA,NA,13571428.57,3064516.129,both,0.575364145,0.044840389,NA,NA,16.4234773,14.93540025,NA,NA,NA,1.99292099,1.863953095,1.928437042,1.928437042,1.399289833,darkgreen,JTN028,1016,terrestrial,1.970852539
278,278,1019,9612,m2_2_JTN030,1019,Grellmann,2002,Oikos 98:190-204,terrestrial,tundra,69,23,2,1460,0.0625,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,219.5392,11.42118035,4,244.169925,70.22212515,4,none,NA,none,NA,NA,NA,NA,1565714.286,309677.4194,both,0.106333593,0.021354375,NA,NA,14.26385269,12.64328645,NA,NA,NA,1.314289438,1.199756118,1.257022778,1.257022778,1.442153877,darkgreen,JTN030,1019,terrestrial,1.283442069
277,277,1018,9611,m2_2_JTN030,1018,Grellmann,2002,Oikos 98:190-204,terrestrial,tundra,69,23,1,1460,0.0625,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,235.6786,74.32347516,4,323.351925,48.81345409,4,none,NA,none,NA,NA,NA,NA,1565714.286,309677.4194,both,0.316272269,0.030560185,NA,NA,14.26385269,12.64328645,NA,NA,NA,1.314289438,1.199756118,1.257022778,1.257022778,1.421443231,darkgreen,JTN030,1018,terrestrial,1.283442069
279,279,1020,9631,m2_2_JTN037,1020,Fairchild&&,1985,Ecology 66:465-472,freshwater,lake,44,-84,1,51,0.0138,0.225,field,20.8,fert.fact.miss,periphyton,biomass,chlorophyll,microg/cm2,0.171,0.01,4,12.65,0.646,4,µmol L-1,2.46,both,0.06,NA,NA,NA,6900,6900,both,4.303748938,0.001506928,0.90016135,-2.813410717,8.839276691,8.839276691,NA,-0.755564115,NA,0.18802727,-0.468583355,-0.140278042,-0.140278042,1.595338518,darkblue,JTN037,1020,freshwater,-0.147148945
280,280,1022,9657,m2_2_JTN044,1022,Verhoeven&Schmitz,1991,Biogeochemistry 12:135-148,terrestrial,wetland,52.9,5,1,153,0.25,NA,field,NA,fert.fact.miss,vascular plants,biomass,biomass,g/m2,220,48.91368672,5,540,45.41983222,5,none,NA,none,NA,NA,NA,NA,598825.8317,67609.3681,both,0.897941593,0.01130149,NA,NA,13.30272607,11.12150183,NA,NA,NA,0.863731066,0.904159655,0.88394536,0.88394536,1.47892039,darkgreen,JTN044,1022,terrestrial,0.901476215
281,281,1024,9735,m2_2_JTN050,1024,Bowman&&,1993,Ecology 74:2085-2097,terrestrial,tundra,42.2,-105,1,457,0.04,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,299,5.366563146,5,549,8.497058314,5,none,NA,none,NA,NA,NA,NA,2235812.133,1009721.608,both,0.607654868,0.000112338,NA,NA,14.62011509,13.82518522,NA,NA,NA,1.664217,1.309325349,1.486771175,1.486771175,1.745352774,darkgreen,JTN050,1024,terrestrial,1.518664139
282,282,1025,9767,m2_2_JTN051,1025,Gordon&&,2001,New Phytologist 149:461-471,terrestrial,tundra,78,11,1,2920,0.04,NA,field,NA,fert.fact.miss,moss,biomass,cover,%cover,55,15.47954254,5,65,20.65261941,5,none,NA,none,NA,NA,NA,NA,2857142.857,129032.2581,both,0.167054085,0.036033198,NA,NA,14.86533268,11.76781771,NA,NA,NA,1.055087338,1.384742523,1.21991493,1.21991493,1.411924445,darkgreen,JTN051,1025,terrestrial,1.24545014
283,283,1026,9773,m2_2_JTN052,1026,Gordon&&,2001,New Phytologist 149:461-471,terrestrial,tundra,78,11,1,2920,0.04,NA,field,NA,fert.fact.miss,moss,biomass,cover,%cover,70,8.599745424,5,85,5.159847208,5,none,NA,none,NA,NA,NA,NA,2857142.857,129032.2581,both,0.194156014,0.003755594,NA,NA,14.86533268,11.76781771,NA,NA,NA,1.055087338,1.384742523,1.21991493,1.21991493,1.542575631,darkgreen,JTN052,1026,terrestrial,1.24545014
284,284,1029,10015,m2_2_JTN075,1029,Shaver&&,2001,Ecology 82:3163-3181,terrestrial,tundra,68.38,-149.34,1,5475,0.04,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,311.2104121,41.59647337,4,792.6838067,184.1784861,4,none,NA,none,NA,NA,NA,NA,10714285.71,2419354.839,both,0.934955162,0.017962665,NA,NA,16.18708852,14.69901147,NA,NA,NA,1.922932805,1.791251242,1.857092023,1.857092023,1.452147528,darkgreen,JTN075,1029,terrestrial,1.89780775
285,285,1032,10077,m2_2_JTN079,1032,VanderHoek&&,2004,J Veg Sci 15:389-396,terrestrial,wetland,52.01,5.36,1,1460,0.04,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,416.2441379,158.9082592,5,416.2441418,170.2588467,5,none,NA,none,NA,NA,NA,NA,5714285.714,516129.0323,both,9.37E-09,0.062611295,NA,NA,15.55847986,13.15411208,NA,NA,NA,1.465530788,1.597921359,1.531726074,1.531726074,1.380000855,darkgreen,JTN079,1032,terrestrial,1.564690073
286,286,1033,10089,m2_2_JTN080,1033,VanderHoek&&,2004,J Veg Sci 15:389-396,terrestrial,wetland,52.01,5.36,1,1460,0.04,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,588.7853915,177.6314242,5,574.7667134,156.7336086,5,none,NA,none,NA,NA,NA,NA,5714285.714,516129.0323,both,-0.024097514,0.033075584,NA,NA,15.55847986,13.15411208,NA,NA,NA,1.465530788,1.597921359,1.531726074,1.531726074,1.416873008,darkgreen,JTN080,1033,terrestrial,1.564690073
287,287,1034,10101,m2_2_JTN081,1034,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,345,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,413.5166134,176.8225094,4,948.7151398,103.3015223,4,none,NA,none,NA,NA,NA,NA,1350293.542,152452.4967,both,0.830410894,0.048675915,NA,NA,14.11583257,11.93460833,NA,NA,NA,1.10446943,1.154232225,1.129350827,1.129350827,1.394547558,darkgreen,JTN081,1034,terrestrial,1.15272838
288,288,1035,10105,m2_2_JTN082,1035,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,345,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,347.7515776,43.89538845,4,779.8808355,132.4616839,4,none,NA,none,NA,NA,NA,NA,1350293.542,152452.4967,both,0.807652766,0.011195407,NA,NA,14.11583257,11.93460833,NA,NA,NA,1.10446943,1.154232225,1.129350827,1.129350827,1.479465311,darkgreen,JTN082,1035,terrestrial,1.15272838
289,289,1036,10109,m2_2_JTN083,1036,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,345,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,421.8930527,103.3015104,4,537.2154051,0.155107903,4,none,NA,none,NA,NA,NA,NA,1350293.542,152452.4967,both,0.241647289,0.014988191,NA,NA,14.11583257,11.93460833,NA,NA,NA,1.10446943,1.154232225,1.129350827,1.129350827,1.462607556,darkgreen,JTN083,1036,terrestrial,1.15272838
290,290,1037,10113,m2_2_JTN084,1037,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,345,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,732.0302451,294.5488469,4,1075.59301,235.9182606,4,none,NA,none,NA,NA,NA,NA,1350293.542,152452.4967,both,0.384805594,0.052503182,NA,NA,14.11583257,11.93460833,NA,NA,NA,1.10446943,1.154232225,1.129350827,1.129350827,1.390174242,darkgreen,JTN084,1037,terrestrial,1.15272838
291,291,1038,10117,m2_2_JTN085,1038,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,345,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,445.0816641,88.5662956,4,700.3883576,44.20559226,4,none,NA,none,NA,NA,NA,NA,1350293.542,152452.4967,both,0.453377198,0.010895044,NA,NA,14.11583257,11.93460833,NA,NA,NA,1.10446943,1.154232225,1.129350827,1.129350827,1.481036664,darkgreen,JTN085,1038,terrestrial,1.15272838
292,292,1039,10121,m2_2_JTN086,1039,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,345,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,364.5809619,29.47039559,4,870.4635587,73.52087832,4,none,NA,none,NA,NA,NA,NA,1350293.542,152452.4967,both,0.870277251,0.003416965,NA,NA,14.11583257,11.93460833,NA,NA,NA,1.10446943,1.154232225,1.129350827,1.129350827,1.548035451,darkgreen,JTN086,1039,terrestrial,1.15272838
293,293,1040,10125,m2_2_JTN087,1040,Gusewell&&,2003,Ecol Appl 13:372-384,terrestrial,wetland,52.9,5,1,133,0.16,NA,field,NA,fert.fact.miss,vascular plants,biomass,aboveground biomass,g/m2,130.6735287,41.29869256,4,224.7651311,27.5852911,4,none,NA,none,NA,NA,NA,NA,520547.9452,58771.5422,both,0.54235393,0.02873671,NA,NA,13.16263728,10.98141304,NA,NA,NA,0.822254646,0.861075059,0.841664852,0.841664852,1.424997992,darkgreen,JTN087,1040,terrestrial,0.858188389
